NOME DO CARRO + MODELO,PREÇO,ANO,KM RODADOS,URL FOTO (NÃO MEXER),,C:\Users\usuario\Documents\UiPath\Postador-automatico-de-facebook\carros\carro 5,,FIAT STRADA WORKING 1.4 CE,R$ 34900,2014,70500,C:\Users\usuario\Documents\UiPath\AlassonFacebookRobot\carros\carro 1
HONDA NEW CIVIC XLS AUTOMÁTICO,48900,2010,112523,C:\Users\usuario\Documents\UiPath\AlassonFacebookRobot\carros\carro 3,,C:\Users\usuario\Documents\UiPath\Postador-automatico-de-facebook\carros\carro 6,,GM CLASSIC 1.0 FLEX 8V COMPLETO(-ar),22900,2012,82369,C:\Users\usuario\Documents\UiPath\AlassonFacebookRobot\carros\carro 2
